Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q9VB22	Q9W2R4	PINS	INSC	CG5692|DMEL_CG5692	CG11312|DMEL_CG11312	FBGN0040080	FBGN0011674	22253744:0004:LC|29523789:0114:LC|22171003:0004:LC|10753746:0004:LC|29523789:0096:LC|10693757:0004:LC|10693757:0018:LC|22171003:0114:LC
Q9VB52	Q9VZ22	L(3)MBT	LINT-1	CG5954|DMEL_CG5954	CG1908|DMEL_CG1908	FBGN0002441	FBGN0030274	22570633:0004:LC|25242320:0004:LC
Q9VBI1	Q9VQY9	SLD5	PSF2	CG14549|DMEL_CG14549	CG18013	FBGN0039403	FBGN0261976	21378962:0004:LC|16798881:0006:LC|16798881:0004:LC|21378962:0007:LC
Q9VBI1	Q9W0I7	SLD5	PSF1	CG14549|DMEL_CG14549	CG9187|DMEL_CG9187	FBGN0039403	FBGN0035194	21378962:0004:LC|16798881:0004:LC|21378962:0007:LC
Q9VBI1	Q9W2V7	SLD5	PSF3	CG14549|DMEL_CG14549	CG2222|DMEL_CG2222	FBGN0039403	FBGN0030196	21378962:0007:LC|21378962:0004:LC|16798881:0004:LC
Q9VBI1	Q9XYU1	SLD5	MCM3	CG14549|DMEL_CG14549	CG4206	FBGN0039403	FBGN0284442	21378962:0007:LC|21378962:0004:LC|25117490:0004:LC
Q9VBW6	Q9VBW9	DAN	DANR	CG11849	CG13651	FBGN0039286	FBGN0039283	20730908:0004:LC|17493605:0004:LC|17493605:0018:LC
Q9VBX2	Q9VBX2	MOCS2B	MOCS2B	CG10238	CG10238	FBGN0039280	FBGN0039280	22345504:0004:LC|20813260:0004:LC
Q9VBX2	Q9VJ73	MOCS2B	ATAC2	CG10238	CG10414|DMEL_CG10414	FBGN0039280	FBGN0032691	18327268:0004:LC|20813260:0004:LC|20813260:0007:LC|22345504:0004:LC
Q9VBX2	Q9VJQ5	MOCS2B	NC2BETA	CG10238	CG4185	FBGN0039280	FBGN0028926	20813260:0007:LC|18327268:0004:LC|22345504:0004:LC|20813260:0004:LC
Q9VBX2	Q9VLL1	MOCS2B	D12	CG10238	CG13400|DMEL_CG13400	FBGN0039280	FBGN0027490	18327268:0004:LC|20813260:0004:LC|20813260:0007:LC|22345504:0004:LC|26705305:0004:LC
Q9VBX2	Q9VM59	MOCS2B	ATAC1	CG10238	CG9200|DMEL_CG9200	FBGN0039280	FBGN0031876	20813260:0007:LC|18327268:0004:LC|22345504:0004:LC|20813260:0004:LC
Q9VBX2	Q9VTZ1	MOCS2B	GCN5	CG10238	CG4107|DMEL_CG4107	FBGN0039280	FBGN0020388	20813260:0007:LC|18327268:0004:LC|20813260:0004:LC
Q9VBX2	Q9VYY3	MOCS2B	UBA5	CG10238	CG1749	FBGN0039280	FBGN0030305	22345504:0004:LC|26705305:0004:LC
Q9VBX2	Q9W2I4	MOCS2B	SGF29	CG10238	CG30390|DMEL_CG30390	FBGN0039280	FBGN0050390	20008933:0004:LC|18327268:0004:LC|20813260:0004:LC|20813260:0007:LC|22345504:0004:LC
Q9VC27	Q9VQG2	NCT	APH-1	CG7012	CG2855	FBGN0039234	FBGN0031458	15644323:0004:LC|20421416:0004:LC
Q9VC36	Q9VF03	POLYBROMO	MOR	CG11375|DMEL_CG11375	CG18740|DMEL_CG18740	FBGN0039227	FBGN0002783	30343899:0096:LC|19541607:0006:LC|18259215:0006:LC|19541607:0004:LC|15060132:0004:LC
Q9VC36	Q9VWF2	POLYBROMO	E(Y)3	CG11375|DMEL_CG11375	CG12238	FBGN0039227	FBGN0087008	19230386:0004:LC|19541607:0006:LC|19541607:0071:LC|19541607:0004:LC|19541607:0007:LC
Q9VC57	Q9VC57	ATL	ATL	CG6668	CG6668	FBGN0039213	FBGN0039213	22802620:0007:LC|23790629:0004:LC|19633650:0007:LC|19633650:0004:LC|21930898:0007:LC|25253720:0096:LC|22802620:0029:LC
Q9VC61	Q9VL14	REPTOR	REPTOR-BP	CG13624	CG18619	FBGN0039209	FBGN0032202	25920570:0004:LC|25242320:0004:LC
Q9VCC9	Q9VW83	TSC1	GIG	CG6147|DMEL_CG6147	CG6975|DMEL_CG6975	FBGN0026317	FBGN0005198	11390358:0004:LC|27626673:0004:LC|22068330:0007:LC|22068330:0004:LC|11348592:0004:LC
Q9VCD8	Q9VM62	SMC1	SA	CG6057|DMEL_CG6057	CG3423|DMEL_CG3423	FBGN0040283	FBGN0020616	17909832:0004:LC|20696838:0004:LC|24086141:0004:LC
Q9VCD8	Q9W1G7	SMC1	NAP1	CG6057|DMEL_CG6057	CG5330|DMEL_CG5330	FBGN0040283	FBGN0015268	24086141:0004:LC|19782028:0004:LC
Q9VCE6	Q9VLP7	METTL3	METTL14	CG5933	CG7818	FBGN0039139	FBGN0032016	29535189:0004:LC|28675155:0004:LC|27919077:0004:LC|25242320:0004:LC
Q9VCH1	Q9VSG1	EIF4G2	EIF4E3	CG10192|DMEL_CG10192	CG8023|DMEL_CG8023	FBGN0260634	FBGN0265089	22833128:0018:LC|22833128:0004:LC|25849588:0004:LC
Q9VCH5	Q9W2E7	NUP98-96	RAE1	CG10198	CG9862	FBGN0039120	FBGN0034646	28554770:0004:LC|21874015:0004:LC
Q9VCN7	Q9VFT4	ORB	RIN	CG10868|DMEL_CG10868	CG9412|DMEL_CG9412	FBGN0004882	FBGN0015778	15737929:0004:LC|24069162:0004:LC
Q9VCN7	Q9VMA3	ORB	CUP	CG10868|DMEL_CG10868	CG11181	FBGN0004882	FBGN0000392	22164257:0004:LC|29851149:0004:LC
Q9VCN9	Q9VQB6	WDA	ATXN7	CG4448|DMEL_CG4448	CG9866|DMEL_CG9866	FBGN0039067	FBGN0031420	24493646:0004:LC|20008933:0004:LC
Q9VCN9	Q9VU86	WDA	SPT20	CG4448|DMEL_CG4448	CG17689|DMEL_CG17689	FBGN0039067	FBGN0036374	27185460:0004:LC|20008933:0004:LC
Q9VCR6	Q9VY77	SAV	JUB	CG33193	CG11063	FBGN0053193	FBGN0030530	20303269:0004:LC|23484853:0004:LC
Q9VCU6	Q9W396	HP1C	HP1B	CG6990|DMEL_CG6990	CG7041|DMEL_CG7041	FBGN0039019	FBGN0030082	25916810:0004:LC|30659116:0004:LC
Q9VCU7	Q9VKM1	VRET	PIWI	CG4771	CG6122	FBGN0263143	FBGN0004872	21831924:0004:LC|21863019:0004:LC|21863019:0006:LC
Q9VCU7	Q9VL52	VRET	SOYB	CG4771	CG31755	FBGN0263143	FBGN0051755	21863019:0007:LC|31267711:0004:LC
Q9VCU7	Q9W4W2	VRET	FS(1)YB	CG4771	CG2706|DMEL_CG2706	FBGN0263143	FBGN0000928	31267711:0004:LC|21863019:0004:LC|21863019:0006:LC
Q9VCU9	Q9VJY9	DCR-1	LOQS	CG4792	CG6866|DMEL_CG6866	FBGN0039016	FBGN0032515	19644447:0004:LC|15985611:0004:LC|26769856:0096:LC|15918769:0096:LC|15985611:0006:LC|19451544:0004:LC|15918769:0004:LC|19635780:0004:LC|18463631:0004:LC|15918769:0007:LC|15918770:0004:LC|15918770:0007:LC|26769856:0004:LC|15918770:0006:LC|15918770:0071:LC|20086050:0004:LC|17666393:0004:LC
Q9VCU9	Q9VUQ5	DCR-1	AGO2	CG4792	CG7439	FBGN0039016	FBGN0087035	12368261:0004:LC|11498593:0004:LC|12368261:0676:LC
Q9VCZ8	Q9VTE5	PFDN5	PFDN2	CG7048	CG6302	FBGN0038976	FBGN0010741	27025979:0004:LC
Q9VDD5	Q9VFD9	CDIP	DPR9	CG10824|DMEL_CG10824	CG33485|DMEL_CG33485	FBGN0038865	FBGN0038282	23827685:0004:LC|26687361:0004:LC
Q9VDD5	Q9VKX8	CDIP	DPR19	CG10824|DMEL_CG10824	CG13140|DMEL_CG13140	FBGN0038865	FBGN0032233	23827685:0004:LC|26687361:0004:LC
Q9VDD5	Q9VMN6	CDIP	DIP-THETA	CG10824|DMEL_CG10824	CG31646|DMEL_CG31646	FBGN0038865	FBGN0051646	23827685:0004:LC|26687361:0004:LC
Q9VDD5	Q9VMN9	CDIP	DIP-ETA	CG10824|DMEL_CG10824	CG14010|DMEL_CG14010	FBGN0038865	FBGN0031725	23827685:0004:LC|26687361:0004:LC
Q9VDD5	Q9VT83	CDIP	DPR10	CG10824|DMEL_CG10824	CG32057|DMEL_CG32057	FBGN0038865	FBGN0052057	23827685:0004:LC|26687361:0004:LC
Q9VDD5	Q9VY33	CDIP	DPR8	CG10824|DMEL_CG10824	CG32600|DMEL_CG32600	FBGN0038865	FBGN0052600	23827685:0004:LC|26687361:0004:LC
Q9VDD5	X2J8X8	CDIP	DPR6	CG10824|DMEL_CG10824	CG14162|DMEL_CG14162	FBGN0038865	FBGN0040823	23827685:0004:LC|26687361:0004:LC|23827685:0096:LC|23827685:0107:LC
Q9VDE9	Q9W213	RHOGAP93B	ROBO1	CG3421|DMEL_CG3421	CG13521|DMEL_CG13521	FBGN0038853	FBGN0005631	15342493:0004:LC|15342493:0018:LC|15755809:0004:LC
Q9VE98	Q9VFV8	DMEL\CG8064	DMEL\CG9799	CG8064|DMEL_CG8064	CG9799|DMEL_CG9799	FBGN0038597	FBGN0038146	25242320:0004:LC
Q9VEA6	Q9W032	DMEL\CG12320	ECD	CG12320|DMEL_CG12320	CG5714	FBGN0038590	FBGN0000543	24722212:0004:LC
Q9VEB1	Q9W227	MDH2	DMEL\CG2852	CG7998|DMEL_CG7998	CG2852|DMEL_CG2852	FBGN0262559	FBGN0034753	25294943:0096:LC
Q9VEC1	Q9VVS4	MED17	MED11	CG7957	CG6884	FBGN0038578	FBGN0036811	12021283:0004:LC|12021283:0007:LC
Q9VEC1	Q9W0P3	MED17	MED30	CG7957	CG17183	FBGN0038578	FBGN0035149	12021283:0004:LC|12021283:0007:LC
Q9VEC1	Q9W0P8	MED17	MED14	CG7957	CG12031	FBGN0038578	FBGN0035145	24820420:0004:LC
Q9VEC3	Q9W3D4	ARP5	DMEL\CG12659	CG7940	CG12659|DMEL_CG12659	FBGN0038576	FBGN0040929	25242320:0004:LC
Q9VEL2	Q9W4S7	BRF	MYC	CG31256|DMEL_CG31256	CG10798	FBGN0038499	FBGN0262656	22367393:0006:LC|19165923:0004:LC
Q9VEN2	Q9VHP9	CAL1	CENP-C	CG5148|DMEL_CG5148	CG31258|DMEL_CG31258	FBGN0038478	FBGN0266916	19047461:0004:LC
Q9VEN9	Q9W2K2	PATR-1	LSM1	CG5208|DMEL_CG5208	CG4279|DMEL_CG4279	FBGN0266053	FBGN0261067	20458171:0004:LC|20404111:0004:LC
Q9VF03	Q9VF03	MOR	MOR	CG18740|DMEL_CG18740	CG18740|DMEL_CG18740	FBGN0002783	FBGN0002783	10809665:0096:LC|9891050:0004:LC|9891050:0018:LC|10809665:0004:LC|10809665:0047:LC
Q9VF03	Q9VWF2	MOR	E(Y)3	CG18740|DMEL_CG18740	CG12238	FBGN0002783	FBGN0087008	19541607:0006:LC|19541607:0007:LC|19541607:0004:LC|19230386:0004:LC
Q9VF03	Q9VYG2	MOR	BAP60	CG18740|DMEL_CG18740	CG4303	FBGN0002783	FBGN0025463	30343899:0096:LC|30343899:0004:LC
Q9VF03	Q9W384	MOR	BAP111	CG18740|DMEL_CG18740	CG7055|DMEL_CG7055	FBGN0002783	FBGN0030093	30343899:0096:LC
Q9VF04	Q9W542	RBF2	MIP130	CG5083|DMEL_CG5083	CG3480|DMEL_CG3480	FBGN0038390	FBGN0023509	15479636:0019:LC|15479636:0007:LC|15479636:0004:LC|15545624:0004:LC|15545624:0007:LC|15545624:0006:LC
Q9VF25	Q9VHX0	PBP45	PBP95	CG9597|DMEL_CG9597	CG2702|DMEL_CG2702	FBGN0038371	FBGN0037540	22449969:0004:LC|19556241:0004:LC
Q9VFF3	Q9W1M9	RRP6	RRP4	CG7292|DMEL_CG7292	CG3931|DMEL_CG3931	FBGN0038269	FBGN0034879	12490954:0004:LC
Q9VFP2	Q9VFP2	RDX	RDX	CG12537	CG12537	FBGN0264493	FBGN0264493	26263855:0004:LC|19955409:0007:LC|19955409:0004:LC
Q9VFP2	Q9VHV8	RDX	PUC	CG12537	CG7850|DMEL_CG7850	FBGN0264493	FBGN0243512	19955409:0007:LC|19818708:0004:LC|19164706:0004:LC|19955409:0004:LC
Q9VFS5	Q9VHP9	FLFL	CENP-C	CG9351	CG31258|DMEL_CG31258	FBGN0024555	FBGN0266916	25562660:0114:LC|25562660:0004:LC
Q9VFS8	Q9XZC3	Q9VFS8	RPT5	CG9588	CG10370	FBGN0038166	FBGN0028684	23622245:0007:LC|23622245:0004:LC
Q9VG58	Q9VYX1	HSP70BBB	E(Y)2	CG5834	CG15191	FBGN0051354	FBGN0000618	22989713:0004:LC|20960243:0004:LC
Q9VG98	Q9VG98	GSTD2	GSTD2	CG4181	CG4181	FBGN0010038	FBGN0010038	29578047:0114:LC|29578047:0096:LC
Q9VGA4	Q9VP57	MBD-R2	PZG	CG10042|DMEL_CG10042	CG7752|DMEL_CG7752	FBGN0038016	FBGN0259785	16543150:0004:LC|20620954:0004:LC
Q9VGA4	Q9VZJ3	MBD-R2	RCD5	CG10042|DMEL_CG10042	CG1135|DMEL_CG1135	FBGN0038016	FBGN0263832	20620954:0004:LC|30819819:0004:LC
Q9VGE5	Q9VGE5	KLHL18	KLHL18	CG3571|DMEL_CG3571	CG3571|DMEL_CG3571	FBGN0037978	FBGN0037978	26263855:0004:LC|19624754:0004:LC
Q9VGH9	Q9W5X0	SBF	RAB35	CG6939|DMEL_CG6939	CG9575|DMEL_CG9575	FBGN0025802	FBGN0031090	25453831:0004:LC|31562231:0004:LC
Q9VGP6	Q9VTE5	MGR	PFDN2	CG6719	CG6302	FBGN0264694	FBGN0010741	27025979:0004:LC
Q9VGR1	Q9VM50	GCC88	RAB30	CG10703|DMEL_CG10703	CG9100|DMEL_CG9100	FBGN0037881	FBGN0031882	25453831:0004:LC|19001129:0018:LC|19001129:0004:LC
Q9VGS2	Q9VND8	TCTP	RHEB	CG4800	CG1081	FBGN0037874	FBGN0041191	27151460:0004:LC|17301792:0096:LC|17301792:0007:LC|17301792:0004:LC
Q9VGW6	Q9VQY9	MCM5	PSF2	CG4082	CG18013	FBGN0017577	FBGN0261976	16798881:0006:LC|16798881:0004:LC
Q9VGW6	Q9W0I7	MCM5	PSF1	CG4082	CG9187|DMEL_CG9187	FBGN0017577	FBGN0035194	16798881:0004:LC
Q9VGW6	Q9W2V7	MCM5	PSF3	CG4082	CG2222|DMEL_CG2222	FBGN0017577	FBGN0030196	16798881:0004:LC
Q9VGW6	Q9XYU1	MCM5	MCM3	CG4082	CG4206	FBGN0017577	FBGN0284442	11726693:0006:LC|21378962:0004:LC|25117490:0004:LC|11024168:0004:LC|25117490:0096:LC|21378962:0007:LC
Q9VHA0	Q9VHA0	SCM	SCM	CG9495	CG9495	FBGN0003334	FBGN0003334	9343432:0004:LC|9343432:0018:LC|15280237:0018:LC|9343432:0096:LC|15280237:0004:LC
Q9VHA0	Q9VK33	SCM	SFMBT	CG9495	CG16975	FBGN0003334	FBGN0032475	27151979:0114:LC|19494831:0004:LC|26063573:0004:LC|27151979:0004:LC|19494831:0096:LC
Q9VHB5	Q9VLS5	VPS45	RBSN-5	CG8228|DMEL_CG8228	CG8506|DMEL_CG8506	FBGN0261049	FBGN0261064	18685079:0004:LC|20534670:0004:LC
Q9VHG5	Q9VHG6	IBF1	IBF2	CG8436|DMEL_CG8436	CG9740|DMEL_CG9740	FBGN0037670	FBGN0037669	24502977:0004:LC
Q9VHH9	Q9W215	KDM2	RYBP	CG11033	CG12190|DMEL_CG12190	FBGN0037659	FBGN0034763	25415640:0004:LC|25242320:0004:LC
Q9VHI1	Q9VN55	HYX	ATMS	CG11990|DMEL_CG11990	CG2503|DMEL_CG2503	FBGN0037657	FBGN0010750	16354696:0004:LC|16354696:0006:LC
Q9VHI4	Q9VPR5	SF3B5	SF3B1	CG11985	CG2807|DMEL_CG2807	FBGN0040534	FBGN0031266	27185460:0004:LC
Q9VHI4	Q9VRV7	SF3B5	SF3B6	CG11985	CG13298	FBGN0040534	FBGN0035692	27185460:0004:LC
Q9VHI4	Q9W0M7	SF3B5	SF3B3	CG11985	CG13900	FBGN0040534	FBGN0035162	27185460:0004:LC|27185460:0018:LC
Q9VHP0	Q9VUQ5	BEL	AGO2	CG9748	CG7439	FBGN0263231	FBGN0087035	21730191:0004:LC|19026789:0004:LC|21730191:0006:LC
Q9VHP3	Q9W592	SLIRP2	LRPPRC2	CG8021|DMEL_CG8021	CG14786|DMEL_CG14786	FBGN0037602	FBGN0027794	25428350:0004:LC
Q9VHP9	Q9VS01	CENP-C	MIS12	CG31258|DMEL_CG31258	CG18156|DMEL_CG18156	FBGN0266916	FBGN0035725	26911623:0096:LC|21353555:0004:LC|26911623:0004:LC|26911624:0096:LC
Q9VHP9	Q9VYX4	CENP-C	KMN1	CG31258|DMEL_CG31258	CG1558|DMEL_CG1558	FBGN0266916	FBGN0027259	21353555:0004:LC|26911623:0004:LC|26911624:0096:LC|25562660:0004:LC
Q9VHR6	Q9VWQ1	ATG13	ATG101	CG7331	CG7053|DMEL_CG7053	FBGN0261108	FBGN0030960	24895579:0004:LC|24419107:0004:LC
Q9VHY6	Q9VKR0	EMC1	EMC3	CG2943|DMEL_CG2943	CG6750|DMEL_CG6750	FBGN0037530	FBGN0032292	25715730:0004:LC
Q9VI72	Q9VNE4	SAS-4	ASL	CG10061|DMEL_CG10061	CG2919|DMEL_CG2919	FBGN0011020	FBGN0261004	21145741:0004:LC|21694707:0004:LC|24385583:0004:LC|20852615:0096:LC|20852615:0004:LC|22729084:0004:LC
Q9VI72	Q9VXU8	SAS-4	GRIP128	CG10061|DMEL_CG10061	CG9201|DMEL_CG9201	FBGN0011020	FBGN0026433	22729084:0004:LC|21694707:0004:LC
Q9VI72	Q9XZ31	SAS-4	ANA2	CG10061|DMEL_CG10061	CG8262|DMEL_CG8262	FBGN0011020	FBGN0027513	25264260:0004:LC|27558293:0004:LC|27558293:0018:LC|24385583:0004:LC|24385583:0018:LC|31115335:0004:LC|22020124:0096:LC
Q9VI75	Q9VQC0	LAP	VGLUT	CG2520	CG9887|DMEL_CG9887	FBGN0086372	FBGN0031424	24456281:0004:LC|32592479:0004:LC
Q9VIE7	Q9VYQ8	BUR	USP7	CG9242|DMEL_CG9242	CG1490	FBGN0000239	FBGN0030366	26120032:0004:LC|15749019:0004:LC
Q9VIF1	Q9VKM1	NBR	PIWI	CG9247	CG6122	FBGN0032924	FBGN0004872	27851737:0004:LC|26718004:0004:LC
Q9VIP1	Q9VWF2	TAF13	E(Y)3	CG10756|DMEL_CG10756	CG12238	FBGN0032847	FBGN0087008	19541607:0004:LC|19230385:0004:LC|19541607:0006:LC
Q9VJ14	Q9XTN2	MIB2	CHICO	CG17492|DMEL_CG17492	CG5686	FBGN0086442	FBGN0024248	22068330:0007:LC|22068330:0004:LC
Q9VJ73	Q9VJ73	ATAC2	ATAC2	CG10414|DMEL_CG10414	CG10414|DMEL_CG10414	FBGN0032691	FBGN0032691	22345504:0004:LC|20813260:0004:LC
Q9VJ73	Q9VJQ5	ATAC2	NC2BETA	CG10414|DMEL_CG10414	CG4185	FBGN0032691	FBGN0028926	20813260:0007:LC|18327268:0004:LC|22345504:0004:LC|20813260:0004:LC
Q9VJ73	Q9VLL1	ATAC2	D12	CG10414|DMEL_CG10414	CG13400|DMEL_CG13400	FBGN0032691	FBGN0027490	18327268:0004:LC|20813260:0004:LC|20813260:0007:LC|22345504:0004:LC
Q9VJ73	Q9VM59	ATAC2	ATAC1	CG10414|DMEL_CG10414	CG9200|DMEL_CG9200	FBGN0032691	FBGN0031876	20813260:0007:LC|18327268:0004:LC|22345504:0004:LC|20813260:0004:LC
Q9VJ73	Q9VTZ1	ATAC2	GCN5	CG10414|DMEL_CG10414	CG4107|DMEL_CG4107	FBGN0032691	FBGN0020388	18327268:0004:LC|20813260:0004:LC|20813260:0007:LC|22345504:0004:LC
Q9VJ73	Q9W2I4	ATAC2	SGF29	CG10414|DMEL_CG10414	CG30390|DMEL_CG30390	FBGN0032691	FBGN0050390	20008933:0004:LC|18327268:0004:LC|20813260:0004:LC|20813260:0007:LC|22345504:0004:LC
Q9VJ82	Q9W450	KON	GRIP	CG10275|DMEL_CG10275	CG14447|DMEL_CG14447	FBGN0032683	FBGN0029830	17488626:0004:LC|18039972:0004:LC
Q9VJI7	Q9W2K2	LSM7	LSM1	CG13277|DMEL_CG13277	CG4279|DMEL_CG4279	FBGN0261068	FBGN0261067	17923697:0004:LC|18765641:0004:LC
Q9VJL5	Q9VXE9	C(2)M	SMC3	CG4249|DMEL_CG4249	CG9802|DMEL_CG9802	FBGN0028525	FBGN0015615	25189620:0004:LC|15375666:0004:LC
Q9VJQ5	Q9VLL1	NC2BETA	D12	CG4185	CG13400|DMEL_CG13400	FBGN0028926	FBGN0027490	20813260:0007:LC|20813260:0004:LC
Q9VJY9	Q9VJY9	LOQS	LOQS	CG6866|DMEL_CG6866	CG6866|DMEL_CG6866	FBGN0032515	FBGN0032515	19635780:0004:LC|21245036:0004:LC
Q9VK33	Q9VK33	SFMBT	SFMBT	CG16975	CG16975	FBGN0032475	FBGN0032475	18374648:0004:LC
Q9VK33	Q9W1G7	SFMBT	NAP1	CG16975	CG5330|DMEL_CG5330	FBGN0032475	FBGN0015268	24186981:0004:LC|19782028:0004:LC
Q9VK45	Q9W328	TOR	LST8	CG5092	CG3004	FBGN0021796	FBGN0264691	22493059:0004:LC|22068330:0007:LC|22068330:0004:LC
Q9VK45	Q9W437	TOR	RAPTOR	CG5092	CG4320|DMEL_CG4320	FBGN0021796	FBGN0029840	22493059:0004:LC|26988032:0004:LC|22068330:0007:LC|22068330:0004:LC
Q9VK54	Q9VK54	KEK1	KEK1	CG12283|DMEL_CG12283	CG12283|DMEL_CG12283	FBGN0015399	FBGN0015399	15179511:0004:LC|15020418:0004:LC
Q9VKD6	Q9W0G6	DGT2	MSD5	CG16969	CG2213	FBGN0032390	FBGN0035210	19369198:0007:LC|19369198:0004:LC
Q9VKD6	Q9W0G7	DGT2	MSD1	CG16969	CG13914	FBGN0032390	FBGN0035209	19369198:0004:LC|28351835:0004:LC|31933481:0004:LC|19369198:0007:LC
Q9VKD6	Q9W0S8	DGT2	WAC	CG16969	CG13879	FBGN0032390	FBGN0035120	19369198:0007:LC|19289792:0004:LC|19369198:0004:LC
Q9VKD6	Q9W2P0	DGT2	DGT3	CG16969	CG3221	FBGN0032390	FBGN0034569	19369198:0007:LC|19369198:0004:LC|18443220:0004:LC
Q9VKD6	Q9W4M8	DGT2	DGT4	CG16969	CG4865	FBGN0032390	FBGN0026085	19369198:0007:LC|19369198:0004:LC|18443220:0004:LC
Q9VKD7	Q9VKD7	ZUC	ZUC	CG12314	CG12314	FBGN0261266	FBGN0261266	23064230:0114:LC|26711011:0004:LC|26711011:0007:LC|31123065:0096:LC|23064230:0007:LC
Q9VKJ4	Q9W1M9	CSL4	RRP4	CG6249|DMEL_CG6249	CG3931|DMEL_CG3931	FBGN0032346	FBGN0034879	12490954:0004:LC
Q9VKK1	Q9W1H5	GE-1	DCP1	CG6181	CG11183|DMEL_CG11183	FBGN0283682	FBGN0034921	23142987:0004:LC|28165457:0004:LC|18755833:0004:LC|32007453:0004:LC
Q9VKM1	Q9VQ91	PIWI	PAPI	CG6122	CG7082	FBGN0004872	FBGN0031401	29531043:0004:LC|21447556:0004:LC|21447556:0006:LC|21447556:0018:LC|29531043:0096:LC|29531043:0114:LC
Q9VKM1	Q9VV73	PIWI	NXF2	CG6122	CG4118	FBGN0004872	FBGN0036640	31368590:0004:LC|31219034:0004:LC
Q9VKM1	Q9W2H9	PIWI	PANX	CG6122	CG9754	FBGN0004872	FBGN0034617	31368590:0004:LC|26472911:0004:LC|31219034:0004:LC|26494711:0004:LC|26472911:0007:LC|31384064:0004:LC
Q9VKW8	Q9W087	CG5356	L(3)NEO7	CG17768|DMEL_CG17768	CG2021|DMEL_CG2021	FBGN0032240	FBGN0035271	20353594:0007:LC
Q9VKX8	Q9VLF0	DPR19	DIP-ZETA	CG13140|DMEL_CG13140	CG31708|DMEL_CG31708	FBGN0032233	FBGN0051708	30467080:0096:LC|23827685:0004:LC|26687361:0004:LC
Q9VLB7	Q9W5X0	GDI	RAB35	CG4422|DMEL_CG4422	CG9575|DMEL_CG9575	FBGN0004868	FBGN0031090	25242320:0004:LC
Q9VLF0	Q9W0L9	DIP-ZETA	DPR20	CG31708|DMEL_CG31708	CG12191|DMEL_CG12191	FBGN0051708	FBGN0035170	30467080:0096:LC|23827685:0004:LC|26687361:0004:LC
Q9VLF0	X2J8X8	DIP-ZETA	DPR6	CG31708|DMEL_CG31708	CG14162|DMEL_CG14162	FBGN0051708	FBGN0040823	30467080:0096:LC|23827685:0004:LC|26687361:0004:LC
Q9VLL1	Q9VM59	D12	ATAC1	CG13400|DMEL_CG13400	CG9200|DMEL_CG9200	FBGN0027490	FBGN0031876	20813260:0007:LC|20813260:0004:LC
Q9VLL1	Q9VTZ1	D12	GCN5	CG13400|DMEL_CG13400	CG4107|DMEL_CG4107	FBGN0027490	FBGN0020388	20813260:0007:LC|20813260:0004:LC
Q9VLL1	Q9W2I4	D12	SGF29	CG13400|DMEL_CG13400	CG30390|DMEL_CG30390	FBGN0027490	FBGN0050390	20813260:0007:LC|20813260:0004:LC
Q9VLP7	Q9Y091	METTL14	FL(2)D	CG7818	CG6315	FBGN0032016	FBGN0000662	27919077:0004:LC|28675155:0004:LC
Q9VM45	Q9VS01	NUF2	MIS12	CG8902|DMEL_CG8902	CG18156|DMEL_CG18156	FBGN0031886	FBGN0035725	17534428:0004:LC|17333235:0004:LC
Q9VM45	Q9VYX4	NUF2	KMN1	CG8902|DMEL_CG8902	CG1558|DMEL_CG1558	FBGN0031886	FBGN0027259	17534428:0004:LC|17333235:0004:LC
Q9VM50	Q9VP46	RAB30	TBC1D8-9	CG9100|DMEL_CG9100	CG7324|DMEL_CG7324	FBGN0031882	FBGN0037074	25453831:0004:LC|19001129:0004:LC
Q9VM50	Q9W1R3	RAB30	GOLGIN245	CG9100|DMEL_CG9100	CG3493|DMEL_CG3493	FBGN0031882	FBGN0034854	25453831:0004:LC|19001129:0018:LC|19001129:0004:LC
Q9VM50	Q9W289	RAB30	GM130	CG9100|DMEL_CG9100	CG11061|DMEL_CG11061	FBGN0031882	FBGN0034697	19001129:0004:LC|19001129:0018:LC|25453831:0004:LC
Q9VM50	Q9W3N6	RAB30	P115	CG9100|DMEL_CG9100	CG1422	FBGN0031882	FBGN0040087	25453831:0004:LC|19001129:0004:LC
Q9VM59	Q9VTZ1	ATAC1	GCN5	CG9200|DMEL_CG9200	CG4107|DMEL_CG4107	FBGN0031876	FBGN0020388	16428443:0004:LC
Q9VM59	Q9W2I4	ATAC1	SGF29	CG9200|DMEL_CG9200	CG30390|DMEL_CG30390	FBGN0031876	FBGN0050390	20008933:0004:LC
Q9VM62	Q9W1G7	SA	NAP1	CG3423|DMEL_CG3423	CG5330|DMEL_CG5330	FBGN0020616	FBGN0015268	24086141:0004:LC|19782028:0004:LC
Q9VM64	Q9VM64	IHOG	IHOG	CG9211	CG9211	FBGN0031872	FBGN0031872	31209108:0004:LC
Q9VM65	Q9W5R5	FGOP2	SLMAP	CG10158	CG17494|DMEL_CG17494	FBGN0031871	FBGN0040011	24643257:0004:LC|29262338:0004:LC
Q9VMA7	Q9VMA7	TANGO1	TANGO1	CG11098	CG11098	FBGN0286898	FBGN0286898	31690624:0004:LC|28280122:0004:LC
Q9VMJ7	Q9W410	LID	PF1	CG9088	CG3815|DMEL_CG3815	FBGN0031759	FBGN0029861	19782028:0004:LC|19114561:0004:LC
